"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_uri","duration_ms","time_signature","album_uri","track_number","track_name","album_name","album_img","album_release_date","album_release_year","artist_img","track_name_join","lyrics","annotations","pageviews","career_track_number","song_char_count","song_word_count"
"15",0.609,0.799,9,-6.883,1,0.24,0.33,0,0.108,0.559,157.74,"2MYl0er3UZ1RlKwRb5LODh",215509,4,"13WjgUEEAQp0d9JqojlWp1",3,"A.D.H.D","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","ad.h.d","uh-uh, fuck that ( fuck that) eight doobies to the face, fuck that twelve bottles in the case, nigga, fuck that two pills and a half-weight, nigga, fuck that got a high tolerance when your age don't exist man, i swear my nigga trippin' off that shit again pick him up, then i set him in cold water then i order someone to bring him vicodin i hope that take the pain away from the feelin' that he felt today you know, when you part of section.80 and you feel like no one can relate ‘ cause you are, you are, a loner, loner marijuana endorphins make you stronger, stronger i'm in the house party, trippin' off my generation sippin' cough syrup like it's water never no pancakes in the kitchen man, not one of our lives is caught up in the daily superstition that the world is 'bout to end who gives a fuck? we never do listen ' less it comes with a 808 ( a melody and some hoes) playstation and some drank ( technology bought my soul) lookin' around and all i see is a big crowd that's product of me and they probably relatives relevant for a rebel's dream yep, her president is black, she black too purple label on her back, but that tab is light blue she take it straight to the head then she look at me, she got a. d. h. d eight doobies to the face, fuck that twelve bottles in the case, nigga, fuck that two pills and a half-weight, nigga, fuck that got a high tolerance when your age don't exist like whoa-whoa, whoa, whoa-whoa ( don't got a limit, just give me some more with it) whoa, whoa-whoa ( don't got a limit, just give me some more with it) whoa, whoa-whoa, whoa, whoa-whoa ( they always told me a. d. h. d. did it) and then she started… and then she started feelin' herself like no one else in this apartment "" beg your pardon?"" "" oh, i rap, baby."" "" how old are you?"", she say 22, i say 23"" okay, then we are crack babies."" "" damn, why you say that?"" she said, "" where my drink at?"""" i'ma tell you later just tell your neighbors that the police relaxed."" i stood up, shut the blind, closed the screen; jumbotron made to the back where she reside then she said, "" read between the lines."" yep, hope that i get close enough when the lights turn down and the fact that she just might open up when the nuvo start to drown her body and i know the both of us really deep in the mood now it's nothin' we can do now somebody walked in with a pound of that bay area kush she looked at me, then looked at it then she grabbed it, then she said, "" get it understood."""" you know why we crack babies? because we born in the '80s, that a. d. h. d. crazy."" eight doobies to the face, fuck that twelve bottles in the case, nigga, fuck that two pills and a half-weight, nigga, fuck that got a high tolerance when your age don't exist like whoa-whoa, whoa, whoa-whoa ( don't got a limit, just give me some more with it) whoa, whoa-whoa ( don't got a limit, just give me some more with it) whoa, whoa-whoa, whoa, whoa-whoa ( they always told me a. d. h. d. did it) you can have all my shine, i'll give you the light double cup, deuce, four, six, just mix it in sprite ecstasy, 'shrooms, blow, 'dro, hoes, whatever you like you can have all my shine, i'll give you the light",47,1755682,15,3167,624
"16",0.535,0.696,5,-7.181,0,0.0901,0.541,0.00521,0.63,0.226,91.002,"7yQDLdub1VuUUwbpteUX7w",235921,4,"13WjgUEEAQp0d9JqojlWp1",4,"No Make-Up (Her Vice)","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","no makeup (her vice)","i love the way you put it on your eyes the roses on your face light up the sky those lips are colorful all of the time and girl, that's fine, but i wanna know do you mind no make-up today, no make-up today no make-up today, no make-up to... that's fine, but i wanna know do you mind i know she 'bout to ask me how she look i tell her beautiful, and how long it took for you to put it on, it was early in the morn' she resembled a model out of a mac book concentrating on the way the eyeliner thickens i stand behind her and try to figure her vision of prettiness, the wittiness, of colors on her skin tone her complexion in a direction i've outgrown damn girl, why so much? you 'bout to blow your cover when you cover up don't you know your imperfections is a wonderful blessing from heaven, is where you got it from i love your smile, you can do it without style from your lips, all the way to your eyebrows it's the beauty in her but when the make-up occur i don't see it, all i see is a blur i love the way you put it on your eyes the roses on your face light up the sky those lips are colorful all of the time and girl, that's fine, but i wanna know do you mind no make-up today, no make-up today no make-up today, no make-up to... that's fine, but i wanna know do you mind i know she 'bout to ask me how she look i tell her beautiful, and how long it took for you to put it on, it was early in the morn' she resembled a model out of a mac book concentrating on the way my eyeliner thickens he stand behind me and try to figure her vision of prettiness, the wittiness of colors on my skin tone my complexion in a direction i've outgrown i feel like it's not enough i can never put on too much make-up yeah, i know your imperfections i be constantly stressing from him is where i get it from, they tell me i need to smile at least once in a while i hate my lips, my nose, my eyebrows it's the beauty in me, but what he don't see is that i had a black ey- to be continued... 11 ladies and gentlemen and you ain't gotta get drunk to have fun you ain't gotta get drunk to have fun you ain't gotta get drunk to have fun i love the way you put it on your eyes the roses on your face light up the sky those lips are colorful all of the time and girl, that's fine, but i wanna know do you mind no make-up today, no make-up today no make-up today, no make-up to... that's fine, but i wanna know do you mind ladies and gentlemen and you ain't gotta get drunk to have fun you ain't gotta get drunk to have fun you ain't gotta get drunk to have fun i love the way you put it on your eyes the roses on your face light up the sky those lips are colorful all of the time and girl, that's fine, but i wanna know do you mind no make-up today, no make-up today no make-up today, no make-up to... that's fine, but i wanna know do you mind",14,281570,16,2823,584
"17",0.477,0.835,9,-5.942,0,0.438,0.924,0.000508,0.129,0.524,97.317,"3RPK9VQuTsiTySY48ldeqx",161671,3,"13WjgUEEAQp0d9JqojlWp1",5,"Tammy's Song (Her Evils)","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","tammys song (her evils)","don't judge me i know this girl, she a real good girl and she be low-key looking like a star, with a real nice car, a mercedes key she got a nigga and she love this nigga, well, at least i think everytime we bark, she pay us no mind in the middle of the street she be like: fuck them other niggas cause i'm down for my nigga fuck them other niggas cause i'm down for my nigga fuck them other niggas, i'll ride for my nigga i'll die for my nigga, fuck them other... until one day he wasn't acting right in the middle of the night, she checked his phone, erica, right when he plead the fifth, man, it was on, matter of fact she gone matter of fact tyrone was on speed dial so when she got home, it was going down, she go: fuck that other nigga when she tired of her nigga fuck that other nigga when she tired of her nigga fuck that other nigga when she tired of her nigga sick of lies from her nigga, fuck that other... i know this girl, she a real hood girl, and she with the shit keep her hair tied up, big bamboos, mike jordan kicks with that big butt, but when i try to holla, she gon' resist in her man she trust, so when i walk by her, she be screaming this she be like: fuck them other niggas cause i'm down for my nigga fuck them other niggas cause i'm down for my nigga fuck them other niggas, i'll ride for my nigga i'll die for my nigga, fuck them other... until one day he wasn't acting right in the middle of the night she checked his pockets, found condoms by magnum and the moment they was acknowledged, she popped his eye then ran outside, then started driving on the passenger side homeboy was smiling, she gon': fuck that other nigga when she tired of her nigga fuck that other nigga when she tired of her nigga fuck that other nigga when she tired of her nigga sick of lies from her nigga, fuck that other... and so, these girls, these vulnerable girls, took they men up put 'em in their world, their vulnerable world, and just like that it was only getting they feelings hurt, tell me how that sound? they got fed up with the biggest question mark, they curious now cause when women get sick of men, they think of a big helping hand to lend each other under cover emotions when lights dim so when she telling her to come over, it'll be alright the minute she hit the block and turn left, she'll be turning dyke, they: fuck with other bitches when they tired of these niggas fuck with other bitches when they tired of these niggas fuck with other bitches on the side cause these niggas... tammy's song",9,233386,17,2518,492
"18",0.51,0.537,4,-11.297,0,0.0823,0.533,0,0.185,0.713,67.9,"3s3ZBjw8kKX5HXymkRIDVy",161138,4,"13WjgUEEAQp0d9JqojlWp1",6,"Chapter Six","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","chapter six","ridin' with them boys and girls and we're high all we want to do is have a good time young, wild, and reckless is how we live life pray that we make it to twenty-one ( one, one, one) oh, we make it to twenty-one ( one, one, one) oh, ho ho ho, ho ho ho ridin' with them boys and girls and we're high all we want to do is have a good time young, wild, and reckless is how we live life pray that we make it to twenty-one ( one, one, one) oh, we make it to twenty-one ( one, one, one) oh, ho ho ho, ho ho ho i'm glad we were able to talk about her vice and her evils. there is an even more important topic i'd like to discuss: the dysfunctional bastards of the ronald reagan era. young men that learned to do everything spiteful. this is your generation. live fast and die young. who's willing to explain this story? ridin' with them boys and girls and we're high all we want to do is have a good time young, wild, and reckless is how we live life pray that we make it to twenty-one ( one, one, one) oh, we make it to twenty-one ( one, one, one) oh, ho ho ho, ho ho ho ridin' with them boys and girls and we're high all we want to do is have a good time young, wild, and reckless is how we live life pray that we make it to twenty-one...",5,120389,18,1233,258
"19",0.424,0.828,1,-4.991,0,0.335,0.0152,0,0.389,0.297,167.469,"3gl1RenSXn1biKijZ1qvky",216900,4,"13WjgUEEAQp0d9JqojlWp1",7,"Ronald Reagan Era","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","ronald reagan era","we're far from good, not good from far 90 miles per hour down compton boulevard with the top down, screaming, "" we don't give a fuck!"" drink my 40 ounce of freedom while i roll my blunt cause the kids just ain't alright oh, shit nigga, somethin' 'bout to happen, nigga, this shit.. nigga this sound like 30 ki's under the compton court buildi'g hope the dogs don't smell it welcome to vigilante, 80's so don't you ask me i'm hungry, my body's antsy, i rip through your fuckin' pantry peelin' off like a xanny, examine my orchestra granny said when i'm old enough, i'll be sure to be all i can be you niggas marcus camby, washed up pussy, fix your panties, i'm mr. marcus, you getting fucked, uh you ain't heard nothin' harder since daddy kane take it in vain, vicodins couldn't ease the pain lightnin' bolts hit your body, you thought it rained not a cloud in sight, just the shit that i write strong enough to stand in front of a travellin' freight train, are you trained? to go against dracula draggin' the record industry by my fangs a k clips, money clips and gold chains you walk around with a p90 like it's the 90's bullet to your temple, your homicide'll remind me that compton crip niggas ain't nothin' to fuck with bompton pirus ain't nothin' to fuck with compton éses ain't nothin' to fuck with but they fuck with me, and bitch i love it woop de woop, woop de woop-woop, woop de woop woop de woop, woop de woop-woop ( california dungeons) woop de woop, woop de woop-woop, woop de woop woop de woop, woop de woop-woop ( california dungeons) let's hit the county buildin', gotta cash my check spend it all on a 40-ounce to the neck and in retrospect i remember december being the hottest squad cars, neighborhood wars and stolen mazdas i tell you mothafuckas that life is full of hydraulics up and down, get a 64, better know how to drive it i'm drivin' on e with no license or registration heart racin', racin' past johnny because he's racist 1987, the children of ronald reagan raked the leaves off your front porch with a machine blowtorch ( i'm really out here, my nigga) he blowin' on stress, hopin' to ease the stress ( like, really out here) he copping some blow, hopin' that it can stretch newborn massacre, hopping out the passenger with calendars, cause your date's comin' run him down and then he gun him down, i'm hopin' that you fast enough even the legs of michael johnson don't mean nothin', because can't detour when you're at war with your city, why run for? just ride with me, just die with me, that gun store, right there when you fight, don't fight fair cause you'll never win, yeah right, i had the yapper, and i tore they ass up we really out here, my nigga, you niggas don't understand, my nigga i'm off of pill and remy red, my nigga, trippin', my nigga",43,493610,19,2785,515
"20",0.736,0.892,1,-5.217,1,0.28,0.619,NA,0.111,0.608,88.124,"2NxIp9jbmsnaIiAExWOEo0",261874,4,"13WjgUEEAQp0d9JqojlWp1",8,"Poe Mans Dreams (His Vice)","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","poe mans dreams his vice)","smoke good, eat good, live good smoke good, eat good, live good smoke good, eat good, live good smoke good, eat good, live good i used to want to see the penitentiary way after elementary thought it was cool to look the judge in the face when he sentenced me since my uncles was institutionalized my intuition has said i was suited for family ties my mama is stressing, my daddy tired i need me a weapon, these niggas ride every minute, hour and second. ministers tried to save me. how i'm gonna listen when i don't even hear god? heaven or hell, base it all on my instincts my hands dirty, you worried bout mud in your sink you like to mistake a street nigga for real nigga the same nigga that killed with ya, squealed with ya i deal with ya like my son stare at the sun and you'll be lookin' in my eyes homie. stand for something or fall for anything, and you working with two left feet at the skating rink but anyway, this for my niggas uncles, 23 hours sending me pictures i want you to know that i'm so determined to blow, that you hear the music i wrote, hope it get you off death row you came home to a pocket full of stones a metro p c phone, then you went back in so when i touch the pen, the pen is in my view, i'mma get it right, just so you smoke good, eat good, live good smoke good, eat good, live good smoke good, eat good, live good smoke good, eat good, live good and i do this for the city got some hennessey and my real niggas with me fuck the police, they gonna have to come and get me if it feel good to you holler if you hear me you like to mistake a street nigga for a real nigga that same nigga that kill with ya, will squeal with ya i'd like to start it out from the bottom and build with ya be on my last dollar and split the bill with ya i'm 23 with morals and plans of living cordial not rich, but wealthy there's nothing you can tell me my killings are not remorseful the city got my back, and for that, i give them my torso you think about it, and don't call me lyrical cause really i'm just a nigga that's evil and spiritual i know some rappers using big words to make their similes curve my simplest shit be more pivotal i penetrate the hearts of good kids and criminals worry some individuals that live life critical so won't you bare witness while i bare feet so you can walk in my shoes and get to know me but anyway, this for my pops on his lunch break, eating in the parking lot on ' wanna be heard,' probably thought he worked my nerves but really he was stressing me, getting what i deserved somebody said my name on the radio he ain't know i was ready for the world that minute so the next time he roll up and drop grams in it, he'll probably be out of work, laid back, while he smoke good, eat good, live good smoke good, eat good, live good smoke good, eat good, live good smoke good, eat good, live good church is definitely on the move and now we took it up to the cathedral cause the ism is enormous you know what i'm talkin' about? we out here rotating under the five p's, proper preparation prevents poor performance know what i'm talkin' about? doin' my thing, cause i'm rotatin' when my speakers thumpin' from the windy city streets all the way out here to the streets of compton know what i'm talkin' about? church is definitely on the move and we gonna continue to hustle and grow and develop by fire, as i rotate with my true player partner by the name of kendrick lamar you know what i'm talkin' about? this is the ism this is the vision you know what i'm talkin' about? you gotta get up off your ass and get it, man that's the only way your pockets gonna expand, i tell you everyday, you know what i'm talkin' about apply yourself to supply your wealth, only limitations you'll ever have are those you place upon yourself church is definitely on the move, you know what i'm talkin' about exercise your ism and don't depend on no one else, cathedral, church",5,NA,20,3910,766
"21",0.596,0.783,0,-4.356,0,0.0313,0.0506,0,0.181,0.341,127.018,"12bCgkFnyyTI8B1OmmRhbx",320957,4,"13WjgUEEAQp0d9JqojlWp1",9,"The Spiteful Chant","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","the spiteful chant","i know a lot of people that smile in my face but talk behind my back every time i'm gone so when they call my number, i don't never pick up i don't owe you shit, bitch, leave me alone i'm going big, suck my dick i'm going big, suck my dick i'm going big, suck my dick i'm going big, suck my dick too many niggas, not enough hoes and some of you niggas, acting like hoes stay to myself like loners do get high by myself, i'm not in the mood to politic or be fake with you we apologize if you ever knew too many niggas, and not enough hoes and most of you niggas, acting like hoes everything i do is too alumni i'mma take my time, i'mma master it you should be mindful of a mastermind put a landmine right where your momma live now blow up, blow up, hold up, i've seen your kind before see me as a dollar sign 'til i resign or you report that i done you wrong, and i mean to know, my homie never nigga right now, it's now or never, nigga right now, i'm high as ever but however... i know a lot of people that smile in my face but talk behind my back every time i'm gone so when they call my number, i don't never pick up i don't owe you shit, bitch, leave me alone i'm going big, suck my dick i'm going big, suck my dick i'm going big, suck my dick i'm going big, suck my dick too many niggas, not enough hoes and some of you niggas, acting like hoes stay to myself like loners do get high by myself, i'm not in the mood to politic or be fake with you we apologize if you ever knew too many niggas, and not enough hoes and most of you niggas, acting like hoes everybody heard that i fuck with dre and they wanna tell me, i made it nigga i ain't made shit, if he gave me a handout i'mma take his wrist and break it nigga, i'm faded off of that nuvo, chilling with two hoes in here and they tie my laces, living the matrix as them pills disappear me and my niggas just acting bad hiii power conglomerate living that life and counting this cash old friends i no longer have i know a lot of people that smile in my face but talk behind my back every time i'm gone so when they call my number, i don't never pick up i don't owe you shit, bitch, leave me alone i'm going big, suck my dick i'm going big, suck my dick too many niggas, not enough hoes and some of you niggas, acting like hoes i remember when i came out and shit man, it's been so long since they see my dick probably been five months since i seen my seed goddammit, k. dot, when it come to this? when i was sleeping on couches nigga couldn't get a call, just a glock for my vouch nigga i was mothafuckin' out, yeah with the flashing lights had me stuck like reindeer when i should have been making bank, yeah i was somewhere stuck where the flame is mothafucka, see how far that i came here went broke and i came up in the same year ( can i get a hell yeah?) drop my tear, hold my joy ( show my pride)( music saved my fucking life, i'm doing right and you left behind)( feel my pain, now i'm styling, hermès shit, i spent a thousand)( different homes, different islands) dropped my mixtape and it sold like an album reason why i'm be going big, bitch, suck my dick yeah, i'm going big, bitch, suck my dick tell 'em i'm going big, bitch, suck my dick yeah, i'm going big, bitch, suck my dick ( yeah!) too many niggas, not enough hoes and some of you niggas, acting like hoes stay to myself like loners do get high by myself, i'm not in the mood to politic or be fake with you we apologize if you ever knew too many niggas, and not enough hoes and most of you niggas, acting like hoes like hoes, like hoes, like hoes, like hoes like hoes, nigga actin like a hoe like hoes, like hoes, like hoes you actin like a hoe, you actin like a hoe you actin like a hoe, niggas actin like a hoe like hoes, like hoes, like hoes, like hoes",31,490212,21,3780,768
"22",0.515,0.738,11,-6.391,0,0.215,0.0355,0.000373,0.287,0.526,135.772,"2C1C4QjjMmru4mYrPSQzWs",75535,4,"13WjgUEEAQp0d9JqojlWp1",10,"Chapter Ten","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","chapter ten","in time you'll learn this is about you in time you'll learn this is about you in time you'll learn this is about you babies from 80's don't know—know no better don't nothing go better with ignorance but the belligerent kids that we living with some of them masculine, some of them feminine'member the universe used to be innocent now they just look at us crazy like immigrants everyday that i wake up, i'mma sin again i'm not a citizen, i'm just a nigga from section.80 show of hands, how many been taking notes? good. leave everything on the table now. vulnerability, this is your generation. show, show your pain",10,75663,22,614,110
"23",0.465,0.854,7,-7.564,1,0.377,0.429,0,0.618,0.209,85.126,"0bcCgRudYZ4kiOHZNZfqxU",227291,4,"13WjgUEEAQp0d9JqojlWp1",11,"Keisha's Song (Her Pain)","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","keishas song (her pain)","fancy girls on long beach boulevard flagging down all of these flashy cars and lord knows she's beautiful lord knows the usuals, leaving her body sore she take the little change she make to fix her nail cuticles lipstick is suitable to make you fiend for more she play mr. shakur, that's her favorite rapper bumping "" brenda's got a baby"" while a pervert yelling at her and she capture features of a woman, but only 17 the 7 cars start honking, she start running like flo- jo don't care if they joe blow if they got money to blow a blow job is a sure go and sure enough don't see a dime of dirty dollars she give all to her daddy but she don't know her father, that's ironic see a block away from lueders park, i seen the el camino parked in her heart she hate it there, but in her mind she made it where nothing really matters, so she hit the back seat rosa parks never a factor when she making ends meet and lord knows she's beautiful lord knows the usuals, leaving a body sore her anatomy is god's temple and it's quite simple, her castle is 'bout to be destroyed she's always paranoid, watching the law inside the streets undercovers the dummies that look like decoys remember the sergeant let her slide, said if he seen what's between her thighs he'd compromise, to no surprise she took the ultimatum 'round the alleyway and gave him a warm welcome that filled him right below the navel though he was wired up like a pair of jumping cables his eyes was closed shut, prior charges, he had waived 'em it was a block away from lueders park, i seen a squad car parked and in her heart, she hate it there but in her mind, she made it where nothing really matters, so she hit the back seat cause rosa parks never a factor when she topping off police and lord knows she's beautiful lord knows the usuals, leaving a body sore as she bust down like a 12 bunk on tour she suddenly realized, she'll never escape the allure of a black man, white man, needing satisfaction at first, it became a practice, but now she's numb to it sometimes she wonder if she can do it like nuns do it but she never heard of catholic religion or sinners' redemption that sounds foolish, and you can blame it on her mother for letting her boyfriend slide candy under her cover ten months before she was ten he moved in and that's when he touched her this mothafucka is the fucking reason why keisha rushing through that block away from lueders park, i seen the el camino park and in her heart she hate it there but in her mind, she made it where nothing really matters, still she hit the back seat and caught a knife inside the bladder, left for dead, raped in the street keisha's song my little sister eleven, i looked her right in the face the day that i wrote this song, set her down and pressed play",32,434342,23,2776,529
"24",0.52,0.807,2,-6.281,1,0.409,0.24,0.00257,0.199,0.615,178.012,"2b3KgzISdjZVNPJJ1945nw",168591,4,"13WjgUEEAQp0d9JqojlWp1",12,"Rigamortus","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","rigamortus","alright, here we go, third take real quick ali got me breathing with dragons i'll crack the egg in your basket you bastard i'm marilyn manson with madness now just imagine the magic i light to asses don't ask for your favorite rapper( he dead) yessir( amen) chuuch( he dead) i killed him ( amen) bitch and this is rigor mortis and it's gorgeous when you die ali recorded and i'm morpheus, the matrix of my mind i'm out the orbit you an orphan and a hairdresser combined i'm on the toilet when i rhyme if you the shit, then i decline i climax where you begin and then i end on cloud 9 and that's important when you morph into an angel in the sky and don't be forging all my signatures my listeners reply and tell me that you biting style you got a hell of an appetite and i'mma be here for a while just buckle up before the ride or knuckle up if you can fight we always making 'em duck or die a suit and tie is suitable and usual in suicide c s i just might investigate this fucking parasite( he dead, amen) that's what they telling me aim it at your celebrity this is studio felony ferragami, so many and cool enough for the 70's nigga, payback's a bitch and bitch you been living in debt with me dead 'em all, and especially leave a call on his mother voicemail that say that he rest in peace bigger chopper the recipe wrestling, that's irrelevant rather rest at your residence whistling to the melody couldn't think of a better d better be on your p and q it's just me, jay rock, soul, and q solar system and barbecue nothing else you can do( he dead) yup-yup ( amen) i killed him ( he dead) hahah ( amen) amen got me breathing with dragons i'll crack the egg in your basket you bastard i'm marilyn manson don't ask for your favorite rapper( he dead) yup-yup ( amen) i know ( he dead) for sure ( amen) amen got me breathing with dragons i'll crack the egg in your basket you bastard i'm marilyn manson don't ask for your favorite rapper i rapped him and made him casper i capture the likes of n a s a my pedigree to fly past ya i'll pass the weed to the pastor we all are sinners won't you send us to bible study faster your hypocritesque reaction a blasphemy i assassin my casualty and it's casually done and tell 'em my salary come a lump sum of hundreds don't talk to me 'bout no money the sun is under my feet and i come in peace to compete i don't run if you rather leap my statistics go up in weeks and i go visit the nearest creek and i get busy on many m c really ballistic anybody can see any assistance everybody deceased i'm persistence recognize i be really too vicious the permanent beast and the demolition breaking up the streets better partition better dot your t and i gon' mention how the far you see putting my dick in the rap industry everybody bitching getting mad at me recognize kendrick in the battery and i'm charged up and the catastrophe is charged up and the audacity of y'all fucks never could hassle me and y'all luck just ran out, you'll see ( he dead) yup-yup ( amen) i know ( he dead) for sure ( amen) amen got me breathing with dragons i'll crack the egg in your basket you bastard i'm marilyn manson don't ask for your favorite rapper( he dead) yup-yup ( amen) i know ( he dead) for sure ( amen) amen",58,1052134,24,3237,631
"25",0.383,0.731,1,-5.996,1,0.201,0.726,0,0.504,0.313,176.781,"705u4LfXcTBuDOB8UCy0A7",304668,4,"13WjgUEEAQp0d9JqojlWp1",13,"Kush & Corinthians","Section.80","https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934","2011-07-02",2011,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","kush  corinthians","it go... ride to it, ride to it, cause you never know when a bullet might hit and you die to it, die to it die to it, die to it, live your life, live it right be different, do different things don't do it like he did, cause he ain't what you is but we can win, wait, let's get straight to the point to the meaning of life, what's my purpose? maybe this earth is ain't a good place to be how far is heaven? let's see is it in the clouds like they said it would be? i wonder when i die will he give me receipts? i wonder will the eyes of the lord look at me? look at me, look at me, i'm a loser, i'm a winner i'm good, i'm bad, i'm a christian, i'm a sinner i'm humble, i'm loud, i'm righteous, i'm a killer what i'm doing, i'm saying that i'm human, now people just ride to it, ride to it, cause you never know when a bullet might hit and you die to it, die to it die to it, die to it, live your life, live it right be different, do different things don't do it like he did, cause he ain't what you is but we can win, wait, let's get straight to the point it go one, two, three, two in the front, one in the back seat, seat, seat seat, looking for a victim of an a k-47, 100 round each, each, each but why must we retaliate? is it human nature? i don't know i look for the answers later, make a right, there they go, some times gotta ride to it, ride to it, cause you never know when a bullet might hit and you die to it, die to it die to it, die to it, live your life, live it right be different, do different things don't do it like he did, cause he ain't what you is but we can win, wait, let's get straight to the point as i open this book and then burn up some of this reefer my plan is to figure out the world and escape all my demons i'm dying inside, i wonder if zion inside the heavens a condom, a rollie, pain, a fat blunt and a mac-11 that's all i see in my life and they tell me to make it right but i'm right on the edge of everest and i might jump tonight have you ever had known a saint that was taking sinner's advice? well it's probably you, am i right? if i'm wrong, you a fucking liar when i lie on my back and look at the ceiling, it's so appealing to pray i wonder if i'm just a villain, dealing my morals away some people look at my face then tell me don't worry 'bout it i give 'em back they deposit, no money, just total silence i'm running, they say i'm wilding a young'n with lack of guidance that's hundreds of us with problems: more money, more drugs and violence look at the soul of an out-of-control artist that's dealing with life the hardest, that's on my life, but regardless i'mma ride to it, ride to it, cause i never know when a bullet might hit me and i die to it, die to it die to it, die to it, live my life, live it right be different, do different things don't do it like he did, cause he ain't what i is but we can win, wait, let's get straight to the point yeah, life can please ya, but death can tease ya on the day niko had that seizure, i lost one of my biggest believers close deaths make you think about your life like if i had that same chance twice, what would i do different? i'd tell her i loved her more, do more but tease her 'bout crying on that picture now when i'm done recording, swear i let the beat bang in her name make her shake her head in heaven saying, they at it again make them clouds turn to speakers, don't take too much smoke from the reefer, love being in the room with her peoples now my love life murking it, family having surgeries hate it that the truth that chose for they life to be under me lord, what kind of life is this? momma i just wanna sing – momma said "" according to get everything... you gotta risk everything"" so i'm smoking my kush reading corinthians smoking my kush reading corinthians smoking my kush reading corinthians smoking my kush reading corinthians",49,241571,25,3848,786
