"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_uri","duration_ms","time_signature","album_uri","track_number","track_name","album_name","album_img","album_release_date","album_release_year","artist_img","track_name_join","lyrics","annotations","pageviews","career_track_number","song_char_count","song_word_count"
"65",0.353,0.245,8,-16.69,0,0.194,0.125,0.153,0.491,0.488,157.331,"1n4jwRVXdkK2U34nBDUKKT",118067,4,"4eLPsYPBmXABThSJ821sqY",1,"BLOOD.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","blood","is it wickedness? is it weakness? you decide are we gonna live or die? so i was takin' a walk the other day, and i seen a woman—a blind woman—pacin' up and down the sidewalk. she seemed to be a bit frustrated, as if she had dropped somethin' and havin' a hard time findin' it. so after watchin' her struggle for a while, i decide to go over and lend a helping hand, you know? "" hello, ma'am, can i be of any assistance? it seems to me that you have lost something. i would like to help you find it."" she replied: "" oh yes, you have lost something. you've lost... your life."" { gunshot} is it wickedness? lamar stated his views on police brutality with that line in the song, quote: "" and we hate the popo, wanna kill us in the street fo' sho'…"" oh please, ugh, i don't like it.",4,455291,65,777,154
"66",0.637,0.514,1,-6.763,1,0.365,0.0047,0,0.094,0.379,139.931,"6HZILIRieu8S0iqY8kIKhj",185947,4,"4eLPsYPBmXABThSJ821sqY",2,"DNA.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","dna","i got, i got, i got, i got loyalty, got royalty inside my d n a cocaine quarter piece, got war and peace inside my d n a i got power, poison, pain and joy inside my d n a i got hustle though, ambition, flow, inside my d n a i was born like this, since one like this immaculate conception i transform like this, perform like this was yeshua's new weapon i don't contemplate, i meditate, then off your fucking head this that put-the-kids-to-bed this that i got, i got, i got, i got realness, i just kill shit 'cause it's in my d n a i got millions, i got riches buildin' in my d n a i got dark, i got evil, that rot inside my d n a i got off, i got troublesome heart inside my d n a i just win again, then win again like wimbledon, i serve yeah, that's him again, the sound that engine in is like a bird you see fireworks and corvette tire skrrt the boulevard i know how you work, i know just who you are see, you's a, you's a, you's a— bitch, your hormones prolly switch inside your d n a problem is, all that sucker shit inside your d n a daddy prolly snitched, heritage inside your d n a backbone don't exist, born outside a jellyfish, i gauge see, my pedigree most definitely don't tolerate the front shit i've been through prolly offend you this is paula's oldest son i know murder, conviction burners, boosters, burglars, ballers, dead, redemption scholars, fathers dead with kids and i wish i was fed forgiveness yeah, yeah, yeah, yeah, soldier's d n a born inside the beast my expertise checked out in second grade when i was 9, on-sale motel, we didn't have nowhere to stay at 29, i've done so well, hit cartwheel in my estate and i'm gon' shine like i'm supposed to antisocial, extrovert and excellent mean the extra work and absentness what the fuck you heard and pessimists never struck my nerve and nazareth gonna plead his case the reason my power's here on earth salute the truth, when the prophet say i got loyalty, got royalty inside my d n a this is why i say that hip hop has done more damage to young african americans than racism in recent years i got loyalty, got royalty inside my d n a i live a better life, i'm rollin' several dice, fuck your life i got loyalty, got royalty inside my d n a i live a better, fuck your life5, 4, 3, 2, 1 this is my heritage, all i'm inheritin' money and power, the mecca of marriages tell me somethin' you mothafuckas can't tell me nothin' i'd rather die than to listen to you my d n a not for imitation your d n a an abomination this how it is when you're in the matrix dodgin' bullets, reapin' what you sow and stackin' up the footage, livin' on the go and sleepin' in a villa sippin' from a grammy and walkin' in the buildin' diamond in the ceilin', marble on the floors beach inside the window, peekin' out the window baby in the pool, godfather goals only lord knows, i've been goin' hammer dodgin' paparazzi, freakin' through the cameras eat at four daughters, brock wearin' sandals yoga on a monday, stretchin' to nirvana watchin' all the snakes, curvin' all the fakes phone never on, i don't conversate i don't compromise, i just penetrate sex, money, murder—these are the breaks these are the times, level number 9 look up in the sky, 10 is on the way sentence on the way, killings on the way motherfucker, i got winners on the way you ain't shit without a body on your belt you ain't shit without a ticket on your plate you ain't sick enough to pull it on yourself you ain't rich enough to hit the lot and skate tell me when destruction gonna be my fate gonna be your fate, gonna be our faith peace to the world, let it rotate sex, money, murder—our d n a d n a gimme some ganja, gimme some ganja d n a gimme some ganja real nigga in my d n a ain't no ho inside my d n a drippin' gold inside my d n a power shows inside my d n a d n a gimme some ganja, gimme some ganja real nigga in my d n a ain't no ho inside my d n a",35,1704216,66,3885,766
"67",0.648,0.691,1,-7.935,1,0.239,0.61,0,0.224,0.62,69.982,"4BHSjbYylfOH5WAGusDyni",160293,4,"4eLPsYPBmXABThSJ821sqY",3,"YAH.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","yah","new shit, new kung fu kenny i got so many theories and suspicions i'm diagnosed with real nigga conditions today is the day i follow my intuition keep the family close—get money, fuck bitches i double parked the aston in the red my mama told me that i'ma work myself to death my girl told me don't let these hoes get in my head my world been ecstatic, i checked the signal that read— buzzin', radars is buzzin' yah, yah, yah, yah yah, yah, yah, yah, yah, yah buzzin', radars is buzzin' yah, yah, yah, yah yah, yah, yah, yah, yah, yah interviews wanna know my thoughts and opinions fox news wanna use my name for percentage my latest muse is my niece, she worth livin' see me on the t v and scream: "" that's uncle kendrick!"" yeah, that's the business somebody tell geraldo this nigga got some ambition i'm not a politician, i'm not 'bout a religion i'm a israelite, don't call me black no mo' that word is only a color, it ain't facts no mo' my cousin called, my cousin carl duckworth said know my worth and deuteronomy say that we all been cursed i know he walks the earth but it's money to get, bitches to hit, yah zeroes to flip, temptation is, yah first on my list, i can't resist, yah everyone together now, know that we forever— buzzin', radars is buzzin' yah, yah, yah, yah yah, yah, yah, yah, yah, yah buzzin', radars is buzzin' yah, yah, yah, yah yah, yah, yah, yah, yah, yah",14,500290,67,1383,262
"68",0.734,0.687,4,-4.728,0,0.476,0.22,0,0.215,0.478,189.791,"1EaKU4dMbesXXd3BrLCtYG",208733,4,"4eLPsYPBmXABThSJ821sqY",4,"ELEMENT.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","element","new kung fu kenny ain't nobody prayin' for me y'all know, what happens on earth stays on earth here we go! i don't give a fuck, i don't give a fuck i don't give a, i don't give a, i don't give a fuck i'm willin' to die for this shit i done cried for this shit, might take a life for this shit put the bible down and go eye for an eye for this shit d. o. t. my enemy, won't catch a vibe for this shit, ayy i been stomped out in front of my mama my daddy commissary made it to commas bitch, all my grandmas dead so ain't nobody prayin' for me, i'm on your head, ayy thirty millions later, know the feds watchin' auntie on my telegram, like, "" be cautious!"" i be hangin' out at tam's, i be on stockton i don't do it for the ' gram, i do it for compton i'm willin' to die for this shit, nigga i'll take your fuckin' life for this shit, nigga we ain't goin' back to broke, family sellin' dope that's why you mainey-ass rap niggas better know if i gotta slap a pussy-ass nigga, i'ma make it look sexy if i gotta go hard on a bitch, i'ma make it look sexy i pull up, hop out, air out, made it look sexy they won't take me out my element nah, take me out my element i'm allergic to a bitch nigga, ayy an imaginary rich nigga, ayy seven figures, ho, that's slimmer than my bitch figure, ayy goin' digital and physical on all y'all, ayy bunch of criminals and money in my phone calls, ayy we okay, we let the a1 fly relocate, jump on the same g5 checkin' for me heavy 'cause i go, yeah, i go, yeah they never been ready—yeah, i know, yeah, know, yeah100 k spread across the floor, 'cross the floor, yeah none of y'all fuckin' with the flow, yeah, the flow, yeah years in the makin', and don't y'all mistake it i got 'em by a landslide, we talkin' about races you know this'll never be a tie, just look at their laces you know careers take off, just gotta be patient mr. one through five, that's the only logic fake my death, go to cuba, that's the only option if i gotta slap a pussy-ass nigga, i'ma make it look sexy if i gotta go hard on a bitch, i'ma make it look sexy i pull up, hop out, air out, made it look sexy they won't take me out my element nah, take me out my element damned if i do, if i don't (yuhhh) goddamn us all if you won't (yuhhh) damn, damn, damn, it's a goddamn shame you ain't frontline, get out the goddamn way niggas thought they wasn't gonna see me, huh? niggas thought that k- dot real life was the same life they see on t v, huh? niggas wanna flex on me and be in l. a. for free, huh? next time they hit the 10 freeway, we need receipt, huh?' cause most of y'all ain't real most of y'all gon' squeal most of y'all just envy, but jealousy get you killed most of y'all throw rocks and try to hide your hand just say his name and i promise that you'll see candyman because it's all in your eyes, most of y'all tell lies most of y'all don't fade, most of y'all been advised last l p i tried to lift the black artists but it's a difference between black artists and wack artists if i gotta slap a pussy-ass nigga, i'ma make it look sexy it's the one and only, the world's greatest, the kid capri if i gotta go hard on a bitch, i'ma make it look sexy i pull up, hop out, air out, made it look sexy they won't take me out my element nah, take me out my element",25,960104,68,3272,666
"69",0.731,0.795,9,-8.347,0,0.356,0.164,0,0.142,0.516,109.897,"2LTlO3NuNVN70lp2ZbVswF",214827,4,"4eLPsYPBmXABThSJ821sqY",5,"FEEL.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","feel","ain't nobody prayin' for me ain't nobody prayin' for me ain't nobody prayin' for me ain't nobody prayin' for me i feel like a chip on my shoulders i feel like i'm losin' my focus i feel like i'm losin' my patience i feel like my thoughts in the basement feel like, i feel like you're miseducated feel like i don't wanna be bothered i feel like you may be the problem i feel like it ain't no tomorrow, fuck the world the world is endin', i'm done pretendin' and fuck you if you get offended i feel like friends been overrated i feel like the family been fakin' i feel like the feelings are changin' feel like my daughter compromised and jaded feel like you wanna scrutinize how i made it feel like i ain't feelin' you all feel like removin' myself, no feelings involved i feel for you, i've been in the field for you it's real for you, right? shit, i feel like— ain't nobody prayin' for me ain't nobody prayin' for me ain't nobody prayin' for me ain't nobody prayin' i feel niggas been out of pocket i feel niggas tappin' they pockets i feel like debatin' on who the greatest can stop it i am legend, i feel like all of y'all is peasants i feel like all of y'all is desperate i feel like all it take is a second to feel like mike jordan whenever holdin' a real mic i ain't feelin' your presence feel like i'ma learn you a lesson feel like only me and the music, though i feel like your feelin' ain't mutual i feel like the enemy you should know feel like the feelin' of no hope the feelin' of bad dope a quarter ounce manipulated from soap the feelin', the feelin' of false freedom i'll force-feed 'em the poison that fill 'em up in the prison i feel like it's just me look, i feel like i can't breathe look, i feel like i can't sleep look, i feel heartless, often off this feelin' of fallin', of fallin' apart with darkest hours, lost it fillin' the void of bein' employed with ballin' streets is talkin', fill in the blanks with coffins fill up the banks with dollars fill up the graves with fathers fill up the babies with bullshit internet blogs and pulpit, fill 'em with gossip i feel like this gotta be the feelin' what ' pac was the feelin' of an apocalypse happenin' but nothin' is awkward, the feelin' won't prosper the feelin' is toxic, i feel like i'm boxin' demons monsters, false prophets schemin' sponsors, industry promises niggas, bitches, honkies, crackers, compton church, religion, token blacks, and bondage lawsuit visits, subpoena served in concert fuck your feelings, i mean this for imposters i can feel it, the phoenix sure to watch us i can feel it, the dream is more than process i can put a regime that forms a loch ness i can feel it, the scream that haunts our logic i feel like say somethin', i feel like take somethin' i feel like skatin' off, i feel like waitin' for 'em maybe it's too late for 'em i feel like the whole world want me to pray for 'em but who the fuck prayin' for me? ain't nobody prayin' for me who prayin' for me? ain't nobody prayin'",20,453909,69,2983,565
"70",0.681,0.541,9,-8.926,0,0.055,0.0224,0,0.167,0.424,110.803,"6SwRhMLwNqEi6alNPVG00n",227360,4,"4eLPsYPBmXABThSJ821sqY",6,"LOYALTY. FEAT. RIHANNA.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","loyalty feat. rihanna.","i said i'm geeked and i'm fired up (fired, fire) all i want tonight is just to get high up (high, high, high) girl, you look so good, it's to die for (die for) ooh, that pussy good, it's to die for (on fire) it's a secret society all we ask is trust ( all we ask is trust) all we got is us loyalty, loyalty, loyalty loyalty, loyalty, loyalty kung fu kenny now my resume is real enough for two millenniums a better way to make a wave, stop defendin' them i meditate and moderate all of my wins again i'm hangin' on the fence again i'm always on your mind i put my lyric and my lifeline on the line and ain't no limit when i might shine, might grind you rollin' with it at the right time, right now ( only for the dollar sign) bad girl ri ri now swerve, swerve, swerve, swerve, deeper now on your pulse like it's e d m gas in the bitch like it's premium haul ass on a bitch all in the fast lane been a bad bitch way before any cash came i'm established hundred carats on my name run the atlas, i'm a natural, i'm alright i'm a savage, i'm a asshole, i'm a king shimmy-yeah, shimmy-yeah, shimmy-yeah, rock (yeah) you can tell your nigga he can meet me outside (yeah) you can babysit him when i leave him outside ain't no other love like the one i know i done been down so long lost hope i done came down so hard i slowed i don't sleep forever, all a real nigga want i said i'm geeked and i'm fired up (fired, fire) all i want tonight is just to get high up (yeah) ( all i want is, all i want is) loyalty, loyalty, loyalty loyalty, loyalty, loyalty10-4, no switchin' sides feel somethin' wrong you actin' shifty, you don't ride with me no more, i need loyalty, loyalty, loyalty loyalty, loyalty, loyalty tell me who you loyal to is it money? is it fame? is it weed? is it drink? is it comin' down with the loud pipes and the rain? big chillin', only for the power in your name tell me who you loyal to is it love for the streets when the lights get dark? is it unconditional when the ' rari don't start? tell me when your loyalty is comin' from the heart tell me who you loyal to do it start with your woman or your man? ( mmm) do it end with your family and friends? ( mmm) or you're loyal to yourself in advance? i said, tell me who you loyal to is it anybody that you would lie for? anybody you would slide for? anybody you would die for? that's what god for i said i'm geeked and i'm fired up (fired, fire) all i want tonight is just to get high up ( all i want is, all i want is) loyalty, loyalty, loyalty loyalty, loyalty, loyalty10-4, no switchin' sides feel somethin' wrong you actin' shifty, you don't ride with me no more, i need loyalty, loyalty, loyalty loyalty, loyalty, loyalty it's so hard to be humble it's so hard to be lord knows i'm tryin' lord knows i'm dyin', baby",19,779283,70,2781,553
"71",0.672,0.546,4,-6.992,0,0.0519,0.0864,NA,0.152,0.399,138.887,"6IZvVAP7VPPnsGX6bvgkqg",275253,4,"4eLPsYPBmXABThSJ821sqY",7,"PRIDE.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","pride","love's gonna get you killed but pride's gonna be the death of you and you and me and you and you and you and me and you and you and you and me and you and you and you and me and— me, i wasn't taught to share, but care in another life, i surely was there me, i wasn't taught to share, but care i care, i care hell-raising, wheel-chasing, new worldy possessions flesh-making, spirit-breaking, which one would you lessen? the better part, the human heart you love 'em or dissect 'em happiness or flashiness? how do you serve the question? see, in the perfect world, i would be perfect, world i don't trust people enough beyond they surface, world i don't love people enough to put my faith in men i put my faith in these lyrics, hoping i make amend i understand i ain't perfect i probably won't come around this time, i might put you down last time, i ain't give a fuck, i still feel the same now my feelings might go numb, you're dealing with cold thumb i'm willing to give up a leg and arm and show empathy from pity parties and functions and you and yours a perfect world, you probably live another 24 i can't fake humble just 'cause your ass is insecure i can't fake humble just 'cause your ass is insecure me, i wasn't taught to share, but care in another life, i surely was there me, i wasn't taught to share, but care i care, i care maybe i wasn't there maybe i wasn't there maybe i wasn't there maybe i wasn't there now, in a perfect world, i probably won't be insensitive cold as december, but never remember what winter did i wouldn't blame you for mistakes i made or the bed i laid seems like i point the finger just to make a point nowadays smiles and cold stares, the temperature goes there indigenous disposition, feel like we belong here i know the walls, they can listen, i wish they could talk back the hurt becomes repetition, the love almost lost that sick venom in men and women overcome with pride a perfect world is never perfect, only filled with lies promises are broken and more resentment come alive race barriers make inferior of you and i see, in a perfect world, i'll choose faith over riches i'll choose work over bitches, i'll make schools out of prison i'll take all the religions and put 'em all in one service just to tell 'em we ain't shit, but he's been perfect, world me, i wasn't taught to share, but care in another life, i surely was there me, i wasn't taught to share, but care i care, i care maybe i wasn't there maybe i wasn't there maybe i wasn't there maybe i wasn't there",14,543587,71,2514,479
"72",0.904,0.611,1,-6.842,0,0.0888,0.000259,NA,0.0976,0.427,150.02,"7KXjTSCq5nL1LoYtL7XAwS",177000,4,"4eLPsYPBmXABThSJ821sqY",8,"HUMBLE.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","humble","wicked or weakness? you gotta see this waaaaay (yeah, yeah!) nobody pray for me it's been that day for me waaaaay (yeah, yeah!) ayy, i remember syrup sandwiches and crime allowances finesse a nigga with some counterfeits, but now i'm countin' this parmesan where my accountant lives, in fact, i'm downin' this d' u s sé with my boo bae tastes like kool- aid for the analysts girl, i can buy yo' ass the world with my paystub ooh, that pussy good, won't you sit it on my taste bloods? i get way too petty once you let me do the extras pull up on your block, then break it down: we playin' tetris a. m. to the p. m., p. m. to the a. m., funk piss out your per diem, you just gotta hate 'em, funk if i quit your b m, i still ride mercedes, funk if i quit this season, i still be the greatest, funk my left stroke just went viral right stroke put lil' baby in a spiral soprano c, we like to keep it on a high note it's levels to it, you and i know, bitch, be humble ( hol' up, bitch) sit down ( hol' up lil' bitch, hol' up lil' bitch) be humble ( hol' up, bitch) sit down ( sit down, hol' up, lil' bitch) be humble (bitch) ( hol' up, hol' up, hol' up, hol' up) bitch, sit down lil' bitch (hol' up, lil' bitch) be humble ( hol' up, bitch) sit down ( hol' up, hol' up, hol' up, hol' up) be humble ( hol' up, hol' up, hol' up, hol' up, lil' bitch) sit down ( hol' up lil' bitch) be humble ( hol' up, bitch) sit down ( hol' up, sit down, lil' bitch) ( sit down, lil' bitch, be humble) ( hol' up, hol' up, hol' up, hol' up, lil' bitch) bitch, sit down ( hol' up, bitch) be humble ( hol' up, bitch) sit down ( hol' up, hol' up, hol' up, hol' up) who dat nigga thinkin' that he frontin' on man- man? ( man- man) get the fuck off my stage, i'm the sandman ( sandman) get the fuck off my dick, that ain't right i make a play fucking up your whole life i'm so fuckin' sick and tired of the photoshop show me somethin' natural like afro on richard pryor show me somethin' natural like ass with some stretch marks still will take you down right on your mama's couch in polo socks, ayy this shit way too crazy, ayy, you do not amaze me, ayy i blew cool from a c, ayy, obama just paged me, ayy i don't fabricate it, ayy, most of y'all be fakin', ayy i stay modest 'bout it, ayy, she elaborate it, ayy this that grey poupon, that evian, that t e d talk, ayy watch my soul speak, you let the meds talk, ayy if i kill a nigga, it won't be the alcohol, ayy i'm the realest nigga after all, bitch, be humble ( hol' up, bitch) sit down ( hol' up lil' bitch, hol' up lil' bitch) be humble ( hol' up, bitch) sit down ( sit down, hol' up, lil' bitch) be humble (bitch) ( hol' up, hol' up, hol' up, hol' up) bitch, sit down lil' bitch (hol' up, lil' bitch) be humble ( hol' up, bitch) sit down ( hol' up, hol' up, hol' up, hol' up) be humble ( hol' up, hol' up, hol' up, hol' up, lil' bitch) sit down ( hol' up lil' bitch) be humble ( hol' up, bitch) sit down ( hol' up, sit down, lil' bitch) ( sit down, lil' bitch) be humble ( hol' up, hol' up, hol' up, hol' up, lil' bitch) bitch, sit down ( hol' up, bitch) be humble ( hol' up, bitch) sit down ( hol' up, hol' up, hol' up, hol' up)",18,3485378,72,3157,657
"73",0.651,0.562,3,-9.431,0,0.515,0.198,0,0.108,0.587,94.011,"06FCvd7rrRcF3DdvWH5Isp",307880,4,"4eLPsYPBmXABThSJ821sqY",9,"LUST.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","lust","i need some water somethin' came over me way too hot to simmer down might as well overheat too close to comfort as blood rush my favorite vein heartbeat racin' like a junkie's i just need you to want me am i askin' too much? let me put the head in ooh, i don't want more than that girl, i respect the cat i promise just a touch let me put the head in if it's okay she said, "" it's okay."" yeah, i need everybody's motherfuckin' hands up right now i need everybody's motherfuckin'— door and his nike air rattles rush the fire exit, no time for battles well i, i never expected this that new shit this that new, new shit wake up in the mornin' thinkin' 'bout money, kick your feet up watch you a comedy, take a shit, then roll some weed up go hit you a lick, go fuck on a bitch don't go to work today, cop you a fit or maybe some kicks and make you— door in his nike air rattles rush the fire exit, no time for battles well i, i never expected wake up in the mornin' thinkin' 'bout money, kick your feet up watch you a comedy— hol' up! wake up in the mornin' thinkin' 'bout money, kick your feet up watch you a comedy, take a shit, then roll some weed up go hit you a lick, go fuck on a bitch, don't go to work today cop you a fit or maybe some kicks and make it work today hang with your homies, stunt on your baby mama sip some lean, go get a pistol, shoot out the window bet your favorite team, play you some madden go to the club or your mama house whatever you doin', just make it count( i need some water) wake up in the mornin' thinkin' 'bout money, kick your feet up hop in the shower, put on your makeup, lace your weave up touch on yourself, call up your nigga, tell him he ain't shit credit card scam, get you a visa, make him pay your rent hop on the ' gram, flex on the bitches that be hatin' on you pop you a pill, call up your bitches, have 'em waitin' on you go to the club, have you some fun, make that ass bounce it's whatever, just make it count i need some water somethin' came over me way too hot to simmer down might as well overheat too close to comfort as blood rush my favorite vein heartbeat racin' like a junkie's i just need you to want me am i askin' too much? let me put the head in ooh, i don't want more than that girl, i respect the cat i promise just a touch let me put the head in if it's okay she said, "" it's okay."" i wake in the mornin', my head spinnin' from the last night both in the trance, feelings are dead—what a fast life! manager called, the lobby called, it's 11:30 did this before, promised myself i'd be a hour early room full of clothes, bag full of money: call it loose change fumbled my jewelry, 100k, i lost a new chain hop on the bird, hit the next city for another m take me a nap and do it again we all woke up, tryna tune to the daily news lookin' for confirmation, hopin' election wasn't true all of us worried, all of us buried, and our feeling's deep none of us married to his proposal, make us feel cheap still and sad, distraught and mad, tell the neighbor 'bout it bet they agree, parade the streets with your voice proudly time passin', things change revertin' back to our daily programs, stuck in our ways; lust lately, i feel like i been lustin' over the fame lately, we lust on the same routine of shame lately, lately, lately, my lust been hidin' ( lately) lately, it’s all contradiction lately, i’m not here lately, i lust over self lust turn into fear lately, in james 4:4 says friend of the world is enemy of the lord brace yourself, lust is all yours i need some water somethin' came over me way too high to simmer down might as well overheat too close to comfort as blood rush my favorite vein heartbeat racin' like a junkie's i just need you to want me am i askin' too much? let me put the head in ooh, i don't want more than that girl, i respect the cat i promise just a touch let me put the head in if it's okay she said, "" it's okay.""",21,478099,73,3909,786
"74",0.798,0.582,10,-7.38,1,0.103,0.29,0,0.153,0.782,126.075,"6PGoSes0D9eUDeeAafB2As",213400,4,"4eLPsYPBmXABThSJ821sqY",10,"LOVE. FEAT. ZACARI.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","love feat. zacari.","damn, love or lust damn, all of us give me a run for my money there is nobody, no one to outrun me( another world premiere!) so give me a run for my money sippin' bubbly, feelin' lovely, livin' lovely just love me i wanna be with you, ayy, i wanna be with just love me, just love me, just love me i wanna be with you, ayy, i wanna be with love me i wanna be with you love me, just love me if i didn't ride blade on curb, would you still love me? if i minimized my net worth, would you still love me? keep it a hundred, i'd rather you trust me than to love me keep it a whole one hund': don't got you, i got nothin' ayy, i got somethin' hol' up, we gon' function, no assumptions feelin' like tyson with it knock it out twice, i'm with it only for the night, i'm kiddin' only for life, you're a homie for life you're a homie for life, let's get it hit that shoulder lean i know what comin' over mean backstroke oversea i know what you need already on ten, our money come in all feeling go out, this feeling don't drought this party won't end if i didn't ride blade on curb, would you still love me? if i minimized my net worth, would you still love me? keep it a hundred, i'd rather you trust me than to love me keep it a whole one hund': don't got you, i got nothin' give me a run for my money there is nobody, no one to outrun me so give me a run for my money sippin' bubbly, feelin' lovely, livin' lovely just love me i wanna be with you, ayy, i wanna be with just love me, just love me, just love me i wanna be with you, ayy, i wanna be with love me i wanna be with you love me, just love me i'm on the way we ain't got no time to waste poppin' your gum on the way am i in the way? i don't wan' pressure you none i want your blessing today oh, by the way, open the door by the way told you that i'm on the way i'm on the way, i know connection is vague pick up the phone for me, babe damn it, we jammin' bad attitude from yo' nanny curves and your hips from yo' mammy remember gardena, i took the studio camera i know top will be mad at me i had to do it, i want your body, your music i bought the big one to prove it look what you made told you that i'm on the way i'm like an exit away, yep if i didn't ride blade on curb, would you still love me? if i minimized my net worth, would you still love me? keep it a hundred, i'd rather you trust me than to love me keep it a whole one hund': don't got you, i got nothin' give me a run for my money there is nobody, no one to outrun me so give me a run for my money sippin' bubbly, feelin' lovely, livin' lovely just love me i wanna be with you, ayy, i wanna be with just love me, just love me, just love me i wanna be with you, ayy, i wanna be with love me i wanna be with you love me, just love me",15,812513,74,2748,588
"75",0.65,0.618,8,-6.975,1,0.357,0.148,NA,0.11,0.295,129.989,"4iYRa2btalAzPZoSYfROqF",254200,4,"4eLPsYPBmXABThSJ821sqY",11,"XXX. FEAT. U2.","DAMN.","https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad","2017-04-14",2017,"https://i.scdn.co/image/106c76de27f7e556ebb43947aadd1228862d6cd7","xxx feat. u2.","america, god bless you if it's good to you america, please take my hand can you help me underst— new kung fu kenny throw a steak off the ark to a pool full of sharks, he'll take it leave him in the wilderness with a sworn nemesis, he'll make it take the gratitude from him i bet he'll show you somethin', whoa i'll chip a nigga little bit of nothin' i'll chip a nigga little bit of nothin' i'll chip a nigga little bit of nothin' i'll chip a nigga, then throw the blower in his lap walk myself to the court like, "" bitch, i did that!"" x-rated johnny don't wanna go to school no mo', no mo' johnny said books ain't cool no mo' (no mo') johnny wanna be a rapper like his big cousin johnny caught a body yesterday out hustlin' god bless america, you know we all love him yesterday i got a call like from my dog like 101 said they killed his only son because of insufficient funds he was sobbin', he was mobbin', way belligerent and drunk talkin' out his head, philosophin' on what the lord had done he said: "" k- dot, can you pray for me? it's been a fucked up day for me i know that you anointed, show me how to overcome."" he was lookin' for some closure hopin' i could bring him closer to the spiritual, my spirit do no better, but i told him "" i can't sugarcoat the answer for you, this is how i feel: if somebody kill my son, that mean somebody gettin' killed."" tell me what you do for love, loyalty, and passion of all the memories collected, moments you could never touch i'll wait in front a niggas spot and watch him hit his block i'll catch a nigga leavin' service if that's all i got i'll chip a nigga, then throw the blower in his lap walk myself to the court like, "" bitch, i did that!"" ain't no black power when your baby killed by a coward i can't even keep the peace, don't you fuck with one of ours it be murder in the street, it be bodies in the hour ghetto bird be on the street, paramedics on the dial let somebody touch my mama touch my sister, touch my woman touch my daddy, touch my niece touch my nephew, touch my brother you should chip a nigga, then throw the blower in his lap matter fact, i'm 'bout to speak at this convention call you back— alright, kids, we're gonna talk about gun control( pray for me) damn! it's not a place this country is to me a sound of drum and bass you close your eyes to look around hail mary, jesus and joseph the great american flag is wrapped and dragged with explosives compulsive disorder, sons and daughters barricaded blocks and borders look what you taught us! it's murder on my street, your street, back streets wall street, corporate offices banks, employees, and bosses with homicidal thoughts; donald trump's in office we lost barack and promised to never doubt him again but is america honest, or do we bask in sin? pass the gin, i mix it with american blood then bash him in, you crippin' or you married to blood? i'll ask again—oops—accident it's nasty when you set us up then roll the dice, then bet us up you overnight the big rifles, then tell fox to be scared of us gang members or terrorists, et cetera, et cetera america's reflections of me, that's what a mirror does it's not a place this country is to me a sound of drum and bass you close your eyes to look ar—",30,861176,75,3236,626
